nom de l'entreprise,URL,Note,Nombre d'avis,nom des catérogies
Formalerte,https://fr.trustpilot.com/review/staenk.com,3.2,2,"['Entreprise de logiciels', 'Services aux entreprises', 'Consultant en marketing', ""Services d'information"", ""Service d'informations""]"
Sakura-Manga.com,https://fr.trustpilot.com/review/sakura-manga.com,3.2,2,"['Boutique de figurines', 'Service e-commerce', 'Magasin']"
2htransports.com,https://fr.trustpilot.com/review/2htransports.com,3.2,2,"['Coursier', 'Société de transport international de marchandises', 'Service de transport', 'Service de livraison des courses', 'Déménageur']"
ADPT Media,https://fr.trustpilot.com/review/adpt-media.com,3.2,2,['Agence de marketing']
Livestockbovineurope,https://fr.trustpilot.com/review/www.livestockbovineurope.com,3.2,2,['Exportateur']
WiziShop,https://fr.trustpilot.com/review/www.wizishop.com,3.2,2,['Fournisseur de solution e-commerce']
Groupe Mpa,https://fr.trustpilot.com/review/groupe-mpa.fr,3.2,1,['Services aux entreprises']
Ditto Bank,https://fr.trustpilot.com/review/dittobank.com,3.2,1,['Services aux entreprises']
Thecookingplanet,https://fr.trustpilot.com/review/thecookingplanet.fr,3.2,1,['Service e-commerce']
X-Y,https://fr.trustpilot.com/review/www.x-y.fr,3.2,1,['Services aux entreprises']
Kaniott,https://fr.trustpilot.com/review/kaniott.fr,3.2,1,['Concepteur de sites web']
Qhdtv,https://fr.trustpilot.com/review/qhdtv.live,3.2,1,['Agence de marketing en ligne']
Eutech,https://fr.trustpilot.com/review/eutech.fr,3.2,1,['Services aux entreprises']
Sticmou,https://fr.trustpilot.com/review/sticmou.com,3.2,1,['Service e-commerce']
Transfrance,https://fr.trustpilot.com/review/www.transfrance.fr,3.2,1,['Services aux entreprises']
Réseau Alliance,https://fr.trustpilot.com/review/reseaualliance.fr,3.2,1,['Services aux entreprises']
Dolead,https://fr.trustpilot.com/review/dolead.com,3.2,1,['Services aux entreprises']
Groupe Mpa,https://fr.trustpilot.com/review/groupe-mpa.fr,3.2,1,['Services aux entreprises']
Ditto Bank,https://fr.trustpilot.com/review/dittobank.com,3.2,1,['Services aux entreprises']
Thecookingplanet,https://fr.trustpilot.com/review/thecookingplanet.fr,3.2,1,['Service e-commerce']
X-Y,https://fr.trustpilot.com/review/www.x-y.fr,3.2,1,['Services aux entreprises']
Robert Half France,https://fr.trustpilot.com/review/www.roberthalf.fr,3.2,1,['Service de recrutement']
Viapost,https://fr.trustpilot.com/review/viapost.fr,3.2,1,['Fournisseur de solution e-commerce']
elledivorce.com,https://fr.trustpilot.com/review/elledivorce.com,3.2,1,['Services aux entreprises']
barcodeprice,https://fr.trustpilot.com/review/barcodeprice.com,3.2,1,['Fournisseur de solution e-commerce']
Creonline,https://fr.trustpilot.com/review/creonline.fr,3.2,1,['Services aux entreprises']
Fast Goods,https://fr.trustpilot.com/review/fast-goods.com,3.2,1,"[""Site d'entreprise""]"
Dohop.com,https://fr.trustpilot.com/review/www.dohop.fr,3.2,1,['Services aux entreprises']
Chemistry.com,https://fr.trustpilot.com/review/chemistry.com,3.2,1,['Services aux entreprises']
Kompass France,https://fr.trustpilot.com/review/kompass.fr,3.2,1,['Services aux entreprises']
Kaniott,https://fr.trustpilot.com/review/kaniott.fr,3.2,1,['Concepteur de sites web']
Qhdtv,https://fr.trustpilot.com/review/qhdtv.live,3.2,1,['Agence de marketing en ligne']
Eutech,https://fr.trustpilot.com/review/eutech.fr,3.2,1,['Services aux entreprises']
Sticmou,https://fr.trustpilot.com/review/sticmou.com,3.2,1,['Service e-commerce']
Transfrance,https://fr.trustpilot.com/review/www.transfrance.fr,3.2,1,['Services aux entreprises']
Réseau Alliance,https://fr.trustpilot.com/review/reseaualliance.fr,3.2,1,['Services aux entreprises']
Dolead,https://fr.trustpilot.com/review/dolead.com,3.2,1,['Services aux entreprises']
Adminsyscloud,https://fr.trustpilot.com/review/ma-seedbox.me,3.2,1,['Consultant en informatique']
Made in local,https://fr.trustpilot.com/review/etre-visible.local.fr,3.2,1,"['Services aux entreprises', 'Concepteur de sites web']"
Spark Insiders,https://fr.trustpilot.com/review/spark.do,3.2,1,['Agence de marketing']
StaffMe,https://fr.trustpilot.com/review/staffme.fr,3.2,1,['Services aux entreprises']
iDzif.com,https://fr.trustpilot.com/review/www.idzif.com,3.2,1,['Services aux entreprises']
Digifeel,https://fr.trustpilot.com/review/digifeel.fr,3.2,1,"[""Fournisseur d'équipement pour magasin""]"
carriedheart.com,https://fr.trustpilot.com/review/carriedheart.com,3.2,1,"['Établissement de santé pour enfants', 'Centre périnatal', 'Agence e-commerce']"
123-Magnet,https://fr.trustpilot.com/review/123-magnet.com,3.2,1,"[""Magasin d'articles promotionnels""]"
ArchiExpo,https://fr.trustpilot.com/review/archiexpo.com,3.2,1,['Agence de marketing en ligne']
Skribix,https://fr.trustpilot.com/review/skribix.com,3.2,1,"['Service SEO', 'Service de marketing Internet', 'Services aux entreprises']"
Palyance,https://fr.trustpilot.com/review/palyance.com,3.2,1,['Service de paiement']
RonyHost,https://fr.trustpilot.com/review/ronyhost.fr,3.2,1,"['Service de cloud computing', ""Service d'hébergement de sites web"", 'Service de stockage en nuage (cloud storage)']"
Le Petit Hébergeur,https://fr.trustpilot.com/review/lepetithebergeur.com,3.2,1,"['Hébergement', 'Fournisseur de service de jeux', 'Assistance et services informatiques', ""Service d'hébergement de sites web"", 'Concepteur de sites web', 'Fournisseur de service de courriel']"
5you,https://fr.trustpilot.com/review/www.5you.fr,3.2,1,"['Agence de communication', 'Agence de photos', 'Société de production vidéo']"
HiPay,https://fr.trustpilot.com/review/hipay.com,3.1,852,"['Fournisseur de logiciels', 'Fournisseur de solution e-commerce', 'Service de paiement et de comptabilité', 'Service de paiement']"
Healtheen,https://fr.trustpilot.com/review/healtheen.fr,3.1,157,"['Fabricant de produits alimentaires', 'Service e-commerce']"
Mobirelax.com,https://fr.trustpilot.com/review/mobirelax.com,3.1,157,"['Fabricant de meubles', 'Magasin de mobilier de jardin', 'Magasin de meubles de bureau', ""Décorateur d'intérieur"", 'Magasin de meubles', 'Magasin de luminaires']"
Tinkco,https://fr.trustpilot.com/review/www.tinkco.com,3.1,94,"[""Boutique de recharge d'encre pour imprimante"", ""Équipement et fourniture d'impression"", ""Fournisseur de cartouches d'encre""]"
Racinglubes.fr,https://fr.trustpilot.com/review/racinglubes.fr,3.1,78,['Service e-commerce']
Moneytis,https://fr.trustpilot.com/review/www.moneytis.com,3.1,31,['Services aux entreprises']
RAJA,https://fr.trustpilot.com/review/www.raja.fr,3.1,30,['Services aux entreprises']
E-Works,https://fr.trustpilot.com/review/www.e-works.fr,3.1,23,"['Service de recrutement', 'Institution éducative']"
Amsterdamer,https://fr.trustpilot.com/review/www.amsterdamer.fr,3.1,15,['Services aux entreprises']
Smart Expatriation,https://fr.trustpilot.com/review/smart-expatriation.com/en,3.1,11,['Services aux entreprises']
Acolad,https://fr.trustpilot.com/review/www.acolad.com,3.1,10,"['Services aux entreprises', 'Service technique', 'Conseiller en gestion des affaires', 'Traducteur', 'Consultant en marketing']"
Yavin,https://fr.trustpilot.com/review/yavin.com,3.1,9,"['Service de paiement', 'Service de finances alternatives']"
Jloo,https://fr.trustpilot.com/review/www.jloo.com,3.1,9,"['Agence de marketing en ligne', 'Service SEO', 'Service de marketing Internet']"
Avs Electromenager,https://fr.trustpilot.com/review/avs-electromenager.fr,3.1,5,['Service de distribution']
Pepit,https://fr.trustpilot.com/review/pepit.co,3.1,2,['Services aux entreprises']
Vitrinemedia,https://fr.trustpilot.com/review/vitrinemedia.com,3.1,2,['Services aux entreprises']
Riviera Inside,https://fr.trustpilot.com/review/rivierainside.com,3.1,2,['Concepteur de sites web']
People Media Inc.,https://fr.trustpilot.com/review/bbpeoplemeet.com,3.1,2,['Services aux entreprises']
ECL DIRECT,https://fr.trustpilot.com/review/www.expert-comptable-tpe.fr,3.0,722,['Service de comptabilité']
smsenvoi.com,https://fr.trustpilot.com/review/smsenvoi.com,3.0,180,['Agence de marketing en ligne']
Kbis Réunion,https://fr.trustpilot.com/review/kbis.re,3.0,78,['Services aux entreprises']
Demepool.com,https://fr.trustpilot.com/review/www.demepool.com,3.0,43,"['Entreprise de livraison', 'Services de déménagement et de stockage']"
DYNEFF,https://fr.trustpilot.com/review/dyneff.fr,3.0,43,"[""Fournisseur d'énergie"", 'Station-service', ""Fournisseur d'énergie verte"", 'Fournisseur de carburant', 'Service de distribution']"
France lampes,https://fr.trustpilot.com/review/francelampes.com,3.0,26,['Grossiste en éclairage']
Poppers Aromas,https://fr.trustpilot.com/review/www.poppers-aromas.eu,3.0,16,['Service e-commerce']
pass-montagnes.com,https://fr.trustpilot.com/review/pass-montagnes.com,3.0,13,"['Magasin de chaussures', ""Boutique d'accessoires de mode"", 'Service e-commerce', 'Magasin de vêtements de sport']"
Monlittlebaby,https://fr.trustpilot.com/review/www.monlittlebaby.com,3.0,12,['Services aux entreprises']
ITrust,https://fr.trustpilot.com/review/itrust.fr,3.0,7,"['Service de sécurité informatique', 'Entreprise de logiciels']"
autoheberg Fermer,https://fr.trustpilot.com/review/autoheberg.fr,3.0,7,['Service de cloud computing']
francepub,https://fr.trustpilot.com/review/kely.fr,3.0,4,"[""Fournisseur de cadeaux d'entreprise"", 'Boutique de cadeaux']"
Luvara Norman Marketing,https://fr.trustpilot.com/review/www.luvaranorman-marketing.com,3.0,3,['Agence de marketing en ligne']
O-Funeraire,https://fr.trustpilot.com/review/o-funeraire.fr,3.0,3,"['Cimetière', 'Imprimeur numérique']"
Bernabei,https://fr.trustpilot.com/review/bernabei.fr,3.0,3,['Services aux entreprises']
Analy,https://fr.trustpilot.com/review/www.analy.fr,3.0,2,['Services aux entreprises']
Shop Printer,https://fr.trustpilot.com/review/shop-printer.fr,3.0,2,"[""Équipement et fourniture d'impression""]"
adifco.com,https://fr.trustpilot.com/review/adifco.com,3.0,2,['Services aux entreprises']
Azhosting,https://fr.trustpilot.com/review/azhosting.net,3.0,2,['Concepteur de sites web']
Jules,https://fr.trustpilot.com/review/jules.fr,3.0,2,['Services aux entreprises']
Enveloppes France,https://fr.trustpilot.com/review/www.enveloppes.com,2.9,3748,"[""Magasin d'articles d'emballage""]"
Matthias Mazur,https://fr.trustpilot.com/review/www.matthiasmazur.com,2.9,152,['Agence de marketing en ligne']
Sosbilan,https://fr.trustpilot.com/review/sosbilan.fr,2.9,90,"['Entreprise de logiciels de comptabilité', 'Service de comptabilité', 'Expert-comptable', ""Cabinet d'expertise comptable"", 'Comptable agréé', 'Service de paiement et de comptabilité']"
Le Club Leader Price,https://fr.trustpilot.com/review/leclubleaderprice.fr,2.9,89,['Service e-commerce']
boutikplus.fr,https://fr.trustpilot.com/review/boutikplus.fr,2.9,69,['Service e-commerce']
Embaleo,https://fr.trustpilot.com/review/www.embaleo.com,2.9,44,"[""Magasin d'emballages"", ""Magasin d'articles d'emballage""]"
Free Logo Design,https://fr.trustpilot.com/review/www.freelogodesign.org,2.9,35,"['Designer web', 'Entreprise de logiciels']"
Izytravaux,https://fr.trustpilot.com/review/izytravaux.fr,2.9,17,"['Service de distribution', 'Service de restauration de bâtiments', 'Entrepreneur en construction intérieure']"
CV Market,https://fr.trustpilot.com/review/cv-market.fr,2.9,14,"[""Fournisseur de services d'éducation et d'orientation professionnelle"", ""Consultant pour l'emploi"", 'Service de rédaction de CV']"
Aide a l'Autonomie,https://fr.trustpilot.com/review/aidealautonomie.net,2.9,12,"['Magasin de chaussures orthopédiques', 'Magasin de fauteuils roulants', 'Magasin de matériel médical', ""Site d'entreprise""]"
Paperboy,https://fr.trustpilot.com/review/getyourpaperboy.com,2.9,11,"['Bureau de poste', 'Service de courrier et de livraison', 'Service postal']"
MrSurvey,https://fr.trustpilot.com/review/mr-survey.com,2.9,8,"['Service de marketing Internet', 'Agence de presse et de marketing', 'Service de marketing affilié', 'Prestataire spécialisé en études de marché']"
Livreatonvoisin.fr,https://fr.trustpilot.com/review/www.livreatonvoisin.fr,2.9,7,['Coursier']
3DESIGN Software,https://fr.trustpilot.com/review/3design.com,2.9,5,"['Entreprise de logiciels', 'Graphiste', ""Magasin d'accessoires informatiques"", 'Magasin de matériel artistique']"
OKO,https://fr.trustpilot.com/review/joinoko.com,2.9,4,['Service de marketing Internet']
fasty-invoices.com,https://fr.trustpilot.com/review/fasty-invoices.com,2.9,4,['Entreprise de logiciels de comptabilité']
Translider Demenagement,https://fr.trustpilot.com/review/translider-demenagement.com,2.9,3,['Entreprise de livraison']
ZOOMICI SA,https://fr.trustpilot.com/review/zoomici.com,2.9,3,['Services aux entreprises']
HTTPCS,https://fr.trustpilot.com/review/httpcs.com,2.9,3,['Service de sécurité informatique']
Boursier.com,https://fr.trustpilot.com/review/boursier.com,2.9,3,['Services aux entreprises']
Limonetik,https://fr.trustpilot.com/review/limonetik.com,2.9,2,['Services aux entreprises']
Leadbox,https://fr.trustpilot.com/review/www.leadbox.fr,2.9,2,['Services aux entreprises']
partner.de,https://fr.trustpilot.com/review/partner.de,2.9,2,['Services aux entreprises']
Demenagement Gauvin,https://fr.trustpilot.com/review/demenagementgauvin.com,2.9,2,['Services aux entreprises']
bearprinter.com,https://fr.trustpilot.com/review/www.bearprinter.com,2.9,2,['Services aux entreprises']
Archiexpo,https://fr.trustpilot.com/review/archiexpo.fr,2.9,2,['Services aux entreprises']
Tarif-Colis.com,https://fr.trustpilot.com/review/www.tarif-colis.com,2.9,2,['Coursier']
Limonetik,https://fr.trustpilot.com/review/limonetik.com,2.9,2,['Services aux entreprises']
Cartouche Plus,https://fr.trustpilot.com/review/www.cartoucheplus.fr,2.9,2,"[""Fournisseur de cartouches d'encre""]"
Shopoon,https://fr.trustpilot.com/review/www.shopoon.fr,2.9,2,['Services aux entreprises']
Rocketism,https://fr.trustpilot.com/review/rocketism.com,2.9,2,['Services aux entreprises']
Sodexo Pass France,https://fr.trustpilot.com/review/sodexo.fr,2.9,2,"['Services aux entreprises', 'Service de paiement par carte de crédit', 'Service de paiement']"
E-Nertie,https://fr.trustpilot.com/review/www.boutique-elec-discount.fr,2.9,2,['Service e-commerce']
Cegos,https://fr.trustpilot.com/review/www.cegos.fr,2.9,2,['Services aux entreprises']
Plaquegravee,https://fr.trustpilot.com/review/plaquegravee.fr,2.9,2,['Services aux entreprises']
Monext,https://fr.trustpilot.com/review/monext.fr,2.9,2,['Service de paiement']
Mailinblack,https://fr.trustpilot.com/review/mailinblack.com,2.9,2,['Services aux entreprises']
Cash Cartouche,https://fr.trustpilot.com/review/cash-cartouche.fr,2.9,2,"[""Fournisseur de cartouches d'encre""]"
IMMOJEUNE,https://fr.trustpilot.com/review/immojeune.com,2.9,2,['Services aux entreprises']
PowerOfHosting,https://fr.trustpilot.com/review/powerofhosting.com,2.9,2,['Entreprise de gestion des données']
Zelok,https://fr.trustpilot.com/review/zelok.fr,2.9,2,['Entreprise de gestion des données']
mesenvois.fr,https://fr.trustpilot.com/review/mesenvois.fr,2.8,157,['Services aux entreprises']
SEEGMULLER,https://fr.trustpilot.com/review/www.seegmuller.com,2.8,97,['Entreprise de livraison']
Hebergnity.com,https://fr.trustpilot.com/review/hebergnity.com,2.8,76,"['Location de bureau virtuel', 'Fournisseur de solution e-commerce', 'Entreprise de gestion des données', 'Service de cloud computing', ""Service d'hébergement de sites web"", 'Fournisseur de connexion internet']"
Textbroker France,https://fr.trustpilot.com/review/www.textbroker.fr,2.8,59,"['Service de marketing Internet', 'Traducteur', 'Service SEO']"
reference-gaming.com,https://fr.trustpilot.com/review/reference-gaming.com,2.8,33,"['Boutique de figurines', 'Service e-commerce', 'Magasin de jeux vidéo']"
ELEVEN PARIS,https://fr.trustpilot.com/review/www.elevenparis.com,2.8,22,['Services aux entreprises']
Oncrawl,https://fr.trustpilot.com/review/oncrawl.com,2.8,21,"['Service SEO', 'Services aux entreprises']"
Wedivorce,https://fr.trustpilot.com/review/wedivorce.fr,2.8,7,['Services aux entreprises']
Optima Énergie,https://fr.trustpilot.com/review/optima-energie.fr,2.8,7,"['Consultant', 'Solutions et équipement énergétiques']"
oxxodata.com,https://fr.trustpilot.com/review/oxxodata.com,2.8,6,['Service de cloud computing']
dedimax.com,https://fr.trustpilot.com/review/www.dedimax.com,2.8,5,"['Service informatique', 'Service de cloud computing', ""Service d'hébergement de sites web""]"
Hoper,https://fr.trustpilot.com/review/myhoper.com,2.8,4,['Services aux entreprises']
PrintPasCher,https://fr.trustpilot.com/review/printpascher.com,2.8,4,['Imprimerie commerciale']
KANDBAZ,https://fr.trustpilot.com/review/kandbaz.com,2.8,4,"['Agence de location de bureaux', ""Centre d'affaires"", 'Services juridiques', 'Siège social', ""Agence de location d'espaces commerciaux"", 'Entrepreneur']"
321auto,https://fr.trustpilot.com/review/321auto.com,2.8,3,['Services aux entreprises']
Cdutoner,https://fr.trustpilot.com/review/cdutoner.com,2.8,3,"[""Fournisseur de cartouches d'encre""]"
Codes à Barres France,https://fr.trustpilot.com/review/codesabarres.fr,2.8,3,['Fournisseur de solution e-commerce']
